19.08.09,KT,두산,1,3,두산
19.08.09,LG,NC,5,2,LG
19.08.09,SK,키움,4,5,키움
19.08.09,롯데,삼성,6,3,롯데
19.08.09,한화,KIA,4,10,KIA
19.08.10,KIA,삼성,7,2,KIA
19.08.10,SK,LG,2,0,SK
19.08.10,두산,키움,2,10,키움
19.08.10,롯데,NC,4,7,NC
19.08.10,한화,KT,4,5,KT
19.08.11,KIA,삼성,4,5,삼성
19.08.11,SK,LG,3,4,LG
19.08.11,두산,키움,12,7,두산
19.08.11,롯데,NC,1,9,NC
19.08.11,한화,KT,6,4,한화
19.08.13,KT,롯데,5,6,롯데
19.08.13,NC,한화,10,2,NC
19.08.13,두산,KIA,5,2,두산
19.08.13,삼성,SK,1,4,SK
19.08.13,키움,LG,7,8,LG
19.08.14,KT,롯데,6,0,KT
19.08.14,NC,한화,3,9,한화
19.08.14,두산,KIA,1,4,KIA
19.08.14,키움,LG,14,0,키움
19.08.15,NC,키움,3,4,키움
19.08.15,SK,KIA,7,6,SK
19.08.15,한화,롯데,5,11,롯데
19.08.16,LG,두산,4,7,두산
19.08.16,NC,키움,4,6,키움
19.08.16,SK,KIA,0,1,KIA
19.08.16,삼성,KT,1,9,KT
19.08.16,한화,롯데,2,1,한화
19.08.17,KT,KIA,4,3,KT
19.08.17,LG,삼성,2,7,삼성
19.08.17,SK,NC,0,9,NC
19.08.17,롯데,두산,2,9,두산
19.08.17,한화,키움,8,4,한화
19.08.18,KT,KIA,2,1,KT
19.08.18,LG,삼성,8,1,LG
19.08.18,SK,NC,4,7,NC
19.08.18,롯데,두산,3,11,두산
19.08.18,한화,키움,5,4,한화
19.08.20,KIA,LG,3,15,LG
19.08.20,두산,NC,2,3,NC
19.08.20,롯데,SK,0,5,SK
19.08.20,삼성,한화,5,0,삼성
19.08.20,키움,KT,0,6,KT
19.08.21,KIA,LG,4,6,LG
19.08.21,롯데,SK,4,5,SK
19.08.21,키움,KT,8,1,키움
19.08.22,KIA,키움,5,5,무승부
19.08.22,NC,LG,5,2,NC
19.08.22,두산,삼성,13,1,두산
19.08.22,롯데,KT,2,4,KT
19.08.22,한화,SK,6,8,SK
19.08.23,KIA,키움,0,6,키움
19.08.23,NC,LG,2,8,LG
19.08.23,두산,삼성,8,4,두산
